# generated by cr_sim.data.engagement -- regenerate, do not hand-edit
# head-on 1v1 at tournament standard. free_hits is what the longer-ranged unit lands before the other closes.
a,b,winner,a_hits,b_hits,seconds,free_hits,untouched,note
BushGoblin,GoblinMachine,b,1,2,1.90,1,,
BushGoblin,Goblins,a,1,1,1.10,0,,
BushGoblin,Goblinstein,a,10,0,14.10,10,yes,b cannot target a
BushGoblin,GoldenKnight,b,1,3,2.50,1,,
BushGoblin,Golem,a,20,0,27.70,20,yes,b cannot target a
BushGoblin,Golemite,a,5,0,6.70,5,yes,b cannot target a
BushGoblin,Heal,a,1,1,2.80,0,,
BushGoblin,HogRider,a,7,0,9.50,7,yes,b cannot target a
BushGoblin,IceGolemite,a,6,0,8.10,6,yes,b cannot target a
BushGoblin,IceSpirits,a,1,1,2.80,0,,
BushGoblin,IceWizard,b,1,4,6.30,3,,
BushGoblin,InfernoDragon,b,0,5,2.80,5,yes,a cannot target b
BushGoblin,InfernoTower,b,0,4,2.40,4,yes,
BushGoblin,KingTower,b,0,4,3.50,4,yes,
BushGoblin,Knight,b,1,2,1.90,1,,
BushGoblin,LavaHound,neither,0,0,0.00,0,,neither can target the other
BushGoblin,LavaPups,b,0,5,7.50,5,yes,a cannot target b
BushGoblin,LittlePrince,b,0,4,4.40,4,yes,
BushGoblin,MegaKnight,b,2,2,2.90,1,,
BushGoblin,MegaMinion,b,0,2,2.60,2,yes,a cannot target b
BushGoblin,MightyMiner,b,1,5,2.30,3,,
BushGoblin,Miner,b,1,2,2.10,1,,
BushGoblin,MiniPekka,b,1,1,1.10,0,,
BushGoblin,MiniSparkys,b,1,3,5.80,2,,
BushGoblin,MinionHorde,b,0,4,4.30,4,yes,a cannot target b
BushGoblin,Minions,b,0,4,4.30,4,yes,a cannot target b
BushGoblin,Monk,b,1,3,2.20,2,,
BushGoblin,Mortar,b,0,2,8.40,2,yes,
BushGoblin,MovingCannon,b,0,2,1.30,2,yes,
BushGoblin,Musketeer,b,0,2,1.30,2,yes,
BushGoblin,Musketeer_EV1,b,0,2,1.30,2,yes,
BushGoblin,Pekka,b,0,1,1.30,1,yes,
BushGoblin,Phoenix,b,0,2,1.40,2,yes,a cannot target b
BushGoblin,Prince,b,0,1,0.90,1,yes,
BushGoblin,PrincessTower,b,0,4,2.40,4,yes,
BushGoblin,RageBarbarian,b,1,2,1.25,1,,
BushGoblin,RamRider,a,7,0,9.50,7,yes,b cannot target a
BushGoblin,RascalGirl,b,0,3,2.50,3,yes,
BushGoblin,Rascals,b,2,2,2.60,0,,
BushGoblin,Ronin,b,0,1,1.00,1,yes,
BushGoblin,RoyalGiant,a,13,0,22.10,13,yes,b cannot target a
BushGoblin,RoyalHogs,a,4,0,5.30,4,yes,b cannot target a
BushGoblin,RoyalRecruits,b,2,3,3.40,1,,
BushGoblin,SkeletonArmy,a,1,1,1.10,0,,
BushGoblin,SkeletonDragons,b,0,3,5.60,3,yes,a cannot target b
BushGoblin,SkeletonKing,b,2,2,2.90,1,,
BushGoblin,SkeletonWarriors,b,1,3,2.50,2,,
BushGoblin,Skeletons,a,1,1,1.10,0,,
BushGoblin,SpearGoblins,a,1,3,5.30,0,,
BushGoblin,Tesla,b,0,2,1.80,2,yes,
BushGoblin,ThreeMusketeers,b,0,2,2.00,2,yes,
BushGoblin,Valkyrie,b,2,2,2.90,1,,
BushGoblin,Wallbreakers,a,2,0,2.50,2,yes,b cannot target a
BushGoblin,Witch,b,0,3,2.60,3,yes,
BushGoblin,WitchMother,b,0,3,2.70,3,yes,
BushGoblin,Wizard,b,0,2,2.40,2,yes,
BushGoblin,Wizard_EV1,b,0,2,2.40,2,yes,
BushGoblin,Xbow,b,0,6,2.00,6,yes,
BushGoblin,ZapMachine,b,0,1,3.00,1,yes,
BushGoblin,goblinstein_doctor,b,0,3,4.90,3,yes,
Cannon,DarkPrince,a,8,2,7.10,6,,
Cannon,DarkWitch,a,5,0,4.10,5,yes,
Cannon,DartBarrell,b,0,5,5.00,5,yes,a cannot target b
Cannon,ElectroDragon,b,0,5,11.80,5,yes,a cannot target b
Cannon,ElectroGiant,b,16,6,15.53,0,,
Cannon,ElectroSpirit,a,2,0,1.10,2,yes,
Cannon,ElectroWizard,a,4,1,3.10,2,,
Cannon,EliteArcher,b,0,7,7.00,7,yes,a is out-reached and cannot close
Cannon,ElixirGolem,a,8,1,7.10,7,,
Cannon,ElixirGolem2,a,4,0,3.10,4,yes,
Cannon,ElixirGolem4,a,2,0,1.10,2,yes,
Cannon,FireSpirits,a,2,0,1.10,2,yes,
Cannon,Firecracker,b,0,13,38.35,13,yes,a is out-reached and cannot close
Cannon,FirespiritHut,a,4,2,3.10,2,,
Cannon,Fisherman,a,5,0,4.10,5,yes,
Cannon,Ghost,b,0,4,9.47,4,yes,a cannot target b
Cannon,Giant,b,12,4,11.23,0,,
Cannon,GiantBuffer,b,13,6,12.80,0,,
Cannon,GiantSkeleton,b,9,3,8.30,0,,
Cannon,GoblinDemolisher,b,6,5,5.50,0,,
Cannon,GoblinGang,a,1,0,0.10,1,yes,
Cannon,GoblinGiant,b,11,5,11.00,0,,
Cannon,GoblinMachine,b,9,4,8.60,0,,
Cannon,Goblins,a,1,0,0.10,1,yes,
Cannon,Goblinstein,a,12,5,11.10,5,,
Cannon,GoldenKnight,a,9,4,8.10,5,,
Cannon,Golem,b,13,3,12.83,0,,
Cannon,Golemite,a,6,0,5.10,6,yes,
Cannon,Heal,a,2,0,1.10,2,yes,
Cannon,HogRider,b,7,3,6.55,0,,
Cannon,IceGolemite,a,7,0,6.10,7,yes,
Cannon,IceSpirits,a,2,0,1.10,2,yes,
Cannon,IceWizard,a,4,2,3.10,2,,
Cannon,InfernoDragon,b,0,8,6.00,8,yes,a cannot target b
Cannon,InfernoTower,b,0,7,3.60,7,yes,a is out-reached and cannot close
Cannon,KingTower,b,0,9,8.50,9,yes,a is out-reached and cannot close
Cannon,Knight,a,9,3,8.10,5,,
Cannon,LavaHound,b,0,16,22.47,16,yes,a cannot target b
Cannon,LavaPups,b,0,11,21.60,11,yes,a cannot target b
Cannon,LittlePrince,a,4,2,3.10,1,,
Cannon,MegaKnight,b,11,4,10.60,0,,
Cannon,MegaMinion,b,0,3,8.00,3,yes,a cannot target b
Cannon,MightyMiner,b,8,8,7.40,0,,
Cannon,Miner,a,6,2,5.10,4,,
Cannon,MiniPekka,b,6,2,5.83,0,,
Cannon,MiniSparkys,a,3,0,2.10,3,yes,
Cannon,MinionHorde,b,0,8,11.10,8,yes,a cannot target b
Cannon,Minions,b,0,8,11.10,8,yes,a cannot target b
Cannon,Monk,b,9,6,8.90,0,,
Cannon,Mortar,b,0,4,17.80,4,yes,a is out-reached and cannot close
Cannon,MovingCannon,b,4,4,3.10,0,,
Cannon,Musketeer,b,0,4,3.30,4,yes,a is out-reached and cannot close
Cannon,Musketeer_EV1,b,0,4,3.30,4,yes,a is out-reached and cannot close
Cannon,Pekka,b,7,1,7.03,0,,
Cannon,Phoenix,b,0,4,7.30,4,yes,a cannot target b
Cannon,Prince,b,8,3,7.60,0,,
Cannon,PrincessTower,b,0,9,6.40,9,yes,a is out-reached and cannot close
Cannon,RageBarbarian,b,6,4,5.20,0,,
Cannon,RamRider,a,9,2,8.10,6,,
Cannon,RascalGirl,a,2,1,1.10,1,,
Cannon,Rascals,a,10,3,9.10,6,,
Cannon,Ronin,b,7,3,6.67,0,,
Cannon,RoyalGiant,b,6,3,5.17,0,,
Cannon,RoyalHogs,a,5,1,4.10,4,,
Cannon,RoyalRecruits,a,5,0,4.10,5,yes,
Cannon,SkeletonArmy,a,1,0,0.10,1,yes,
Cannon,SkeletonDragons,b,0,6,12.93,6,yes,a cannot target b
Cannon,SkeletonKing,a,12,4,11.10,6,,
Cannon,SkeletonWarriors,a,3,0,2.10,3,yes,
Cannon,Skeletons,a,1,0,0.10,1,yes,
Cannon,SpearGoblins,a,1,0,0.10,1,yes,
Cannon,Tesla,b,4,4,4.00,0,,
Cannon,ThreeMusketeers,b,0,5,5.90,5,yes,a is out-reached and cannot close
Cannon,Valkyrie,a,10,3,9.10,6,,
Cannon,Wallbreakers,a,2,0,1.10,2,yes,
Cannon,Witch,a,5,4,4.10,1,,
Cannon,WitchMother,a,3,2,2.10,1,,
Cannon,Wizard,a,4,2,3.10,1,,
Cannon,Wizard_EV1,b,4,3,3.80,0,,
Cannon,Xbow,b,0,15,5.60,15,yes,a is out-reached and cannot close
Cannon,ZapMachine,b,4,1,3.67,0,,
Cannon,goblinstein_doctor,a,4,2,3.10,2,,
DarkPrince,DarkWitch,a,4,4,5.60,0,,
DarkPrince,DartBarrell,b,0,10,10.50,10,yes,a cannot target b
DarkPrince,ElectroDragon,b,0,9,18.20,9,yes,a cannot target b
DarkPrince,ElectroGiant,a,15,0,20.60,15,yes,b cannot target a
DarkPrince,ElectroSpirit,a,1,1,2.30,0,,
DarkPrince,ElectroWizard,a,3,4,7.60,0,,
DarkPrince,EliteArcher,a,2,8,8.20,0,,
DarkPrince,ElixirGolem,a,6,0,8.00,6,yes,b cannot target a
DarkPrince,ElixirGolem2,a,3,0,3.80,3,yes,b cannot target a
DarkPrince,ElixirGolem4,a,2,0,2.40,2,yes,b cannot target a
DarkPrince,FireSpirits,a,1,1,2.30,0,,
DarkPrince,Firecracker,a,2,2,7.20,0,,
DarkPrince,FirespiritHut,a,3,5,8.10,0,,
DarkPrince,Fisherman,a,4,4,5.20,1,,
DarkPrince,Ghost,b,0,6,10.20,6,yes,a cannot target b
DarkPrince,Giant,a,15,0,20.60,15,yes,b cannot target a
DarkPrince,GiantBuffer,a,11,0,15.00,11,yes,b cannot target a
DarkPrince,GiantSkeleton,b,5,6,7.90,0,,
DarkPrince,GoblinDemolisher,b,4,9,9.40,4,,
DarkPrince,GoblinGang,a,1,1,1.00,0,,
DarkPrince,GoblinGiant,a,12,0,16.40,12,yes,b cannot target a
DarkPrince,GoblinMachine,b,6,8,9.10,1,,
DarkPrince,Goblins,a,1,1,1.00,0,,
DarkPrince,Goblinstein,a,9,0,12.20,9,yes,b cannot target a
DarkPrince,GoldenKnight,b,6,10,8.80,1,,
DarkPrince,Golem,a,20,0,27.60,20,yes,b cannot target a
DarkPrince,Golemite,a,4,0,5.20,4,yes,b cannot target a
DarkPrince,Heal,a,1,1,2.30,0,,
DarkPrince,HogRider,a,7,0,9.40,7,yes,b cannot target a
DarkPrince,IceGolemite,a,5,0,6.60,5,yes,b cannot target a
DarkPrince,IceSpirits,a,1,1,2.30,0,,
DarkPrince,IceWizard,a,3,5,8.10,0,,
DarkPrince,InfernoDragon,b,0,9,4.40,9,yes,a cannot target b
DarkPrince,InfernoTower,b,0,8,4.00,8,yes,
DarkPrince,KingTower,b,7,17,16.50,7,,
DarkPrince,Knight,b,6,8,9.10,1,,
DarkPrince,LavaHound,neither,0,0,0.00,0,,neither can target the other
DarkPrince,LavaPups,b,0,18,29.60,18,yes,a cannot target b
DarkPrince,LittlePrince,a,3,7,8.10,0,,
DarkPrince,MegaKnight,b,7,6,9.70,0,,
DarkPrince,MegaMinion,b,0,5,7.10,5,yes,a cannot target b
DarkPrince,MightyMiner,b,3,10,4.30,2,,
DarkPrince,Miner,a,5,5,6.60,0,,
DarkPrince,MiniPekka,b,3,3,4.57,0,,
DarkPrince,MiniSparkys,a,2,2,5.70,0,,
DarkPrince,MinionHorde,b,0,15,17.50,15,yes,a cannot target b
DarkPrince,Minions,b,0,15,17.50,15,yes,a cannot target b
DarkPrince,Monk,b,6,11,8.60,1,,
DarkPrince,Mortar,a,6,4,18.30,0,,
DarkPrince,MovingCannon,b,2,8,6.70,6,,
DarkPrince,Musketeer,b,2,8,7.30,6,,
DarkPrince,Musketeer_EV1,b,2,8,7.30,6,,
DarkPrince,Pekka,b,3,3,4.90,0,,
DarkPrince,Phoenix,b,0,8,7.40,8,yes,a cannot target b
DarkPrince,Prince,b,4,5,6.50,1,,
DarkPrince,PrincessTower,b,4,17,12.80,10,,
DarkPrince,RageBarbarian,b,3,6,4.65,1,,
DarkPrince,RamRider,a,7,0,9.40,7,yes,b cannot target a
DarkPrince,RascalGirl,a,1,5,4.80,0,,
DarkPrince,Rascals,a,7,6,9.40,1,,
DarkPrince,Ronin,b,5,5,6.60,0,,
DarkPrince,RoyalGiant,a,12,0,20.20,12,yes,b cannot target a
DarkPrince,RoyalHogs,a,4,0,5.20,4,yes,b cannot target a
DarkPrince,RoyalRecruits,a,4,4,5.60,0,,
DarkPrince,SkeletonArmy,a,1,0,1.00,1,yes,
DarkPrince,SkeletonDragons,b,0,10,19.60,10,yes,a cannot target b
DarkPrince,SkeletonKing,a,9,7,12.20,1,,
DarkPrince,SkeletonWarriors,a,2,3,2.80,0,,
DarkPrince,Skeletons,a,1,0,1.00,1,yes,
DarkPrince,SpearGoblins,a,1,3,4.80,0,,
DarkPrince,Tesla,b,3,8,8.40,5,,
DarkPrince,ThreeMusketeers,b,3,8,9.80,4,,
DarkPrince,Valkyrie,b,6,6,8.90,0,,
DarkPrince,Wallbreakers,a,2,0,2.40,2,yes,b cannot target a
DarkPrince,Witch,a,4,9,9.50,0,,
DarkPrince,WitchMother,a,2,7,6.70,0,,
DarkPrince,Wizard,b,2,6,8.00,4,,
DarkPrince,Wizard_EV1,b,2,6,8.00,4,,
DarkPrince,Xbow,b,0,26,10.00,26,yes,
DarkPrince,ZapMachine,b,2,2,7.00,1,,
DarkPrince,goblinstein_doctor,a,3,4,8.10,0,,
DarkWitch,DartBarrell,b,0,6,6.10,6,yes,a cannot target b
DarkWitch,ElectroDragon,b,0,5,9.80,5,yes,a cannot target b
DarkWitch,ElectroGiant,a,13,0,16.15,13,yes,b cannot target a
DarkWitch,ElectroSpirit,a,1,1,1.45,0,,
DarkWitch,ElectroWizard,a,3,3,6.55,0,,
DarkWitch,EliteArcher,b,1,7,7.00,6,,
DarkWitch,ElixirGolem,a,5,0,5.75,5,yes,b cannot target a
DarkWitch,ElixirGolem2,a,3,0,3.15,3,yes,b cannot target a
DarkWitch,ElixirGolem4,a,2,0,1.85,2,yes,b cannot target a
DarkWitch,FireSpirits,a,1,1,1.45,0,,
DarkWitch,Firecracker,a,1,1,4.95,0,,
DarkWitch,FirespiritHut,a,3,4,7.05,0,,
DarkWitch,Fisherman,a,3,2,3.15,1,,
DarkWitch,Ghost,b,0,4,6.87,4,yes,a cannot target b
DarkWitch,Giant,a,13,0,16.15,13,yes,b cannot target a
DarkWitch,GiantBuffer,a,9,0,10.95,9,yes,b cannot target a
DarkWitch,GiantSkeleton,b,4,4,5.70,0,,
DarkWitch,GoblinDemolisher,b,1,5,5.00,4,,
DarkWitch,GoblinGang,a,1,0,0.55,1,yes,
DarkWitch,GoblinGiant,a,10,0,12.25,10,yes,b cannot target a
DarkWitch,GoblinMachine,b,4,4,4.70,0,,
DarkWitch,Goblins,a,1,0,0.55,1,yes,
DarkWitch,Goblinstein,a,8,0,9.65,8,yes,b cannot target a
DarkWitch,GoldenKnight,b,4,6,5.60,0,,
DarkWitch,Golem,a,17,0,21.35,17,yes,b cannot target a
DarkWitch,Golemite,a,4,0,4.45,4,yes,b cannot target a
DarkWitch,Heal,a,1,1,1.45,0,,
DarkWitch,HogRider,a,6,0,7.05,6,yes,b cannot target a
DarkWitch,IceGolemite,a,5,0,5.75,5,yes,b cannot target a
DarkWitch,IceSpirits,a,1,1,1.45,0,,
DarkWitch,IceWizard,a,3,4,7.05,0,,
DarkWitch,InfernoDragon,b,0,8,4.00,8,yes,a cannot target b
DarkWitch,InfernoTower,b,0,8,4.00,8,yes,
DarkWitch,KingTower,b,3,10,9.50,6,,
DarkWitch,Knight,b,5,5,5.90,0,,
DarkWitch,LavaHound,neither,0,0,0.00,0,,neither can target the other
DarkWitch,LavaPups,b,0,12,19.40,12,yes,a cannot target b
DarkWitch,LittlePrince,a,3,6,7.05,0,,
DarkWitch,MegaKnight,b,5,4,6.70,0,,
DarkWitch,MegaMinion,b,0,3,4.10,3,yes,a cannot target b
DarkWitch,MightyMiner,b,3,8,3.50,0,,
DarkWitch,Miner,a,4,3,4.45,1,,
DarkWitch,MiniPekka,b,3,2,3.23,0,,
DarkWitch,MiniSparkys,a,2,2,4.75,0,,
DarkWitch,MinionHorde,b,0,9,10.30,9,yes,a cannot target b
DarkWitch,Minions,b,0,9,10.30,9,yes,a cannot target b
DarkWitch,Monk,b,5,7,5.80,0,,
DarkWitch,Mortar,a,5,3,15.65,0,,
DarkWitch,MovingCannon,b,0,5,4.00,5,yes,
DarkWitch,Musketeer,b,0,5,4.30,5,yes,
DarkWitch,Musketeer_EV1,b,0,5,4.30,5,yes,
DarkWitch,Pekka,b,3,2,3.63,0,,
DarkWitch,Phoenix,b,0,5,4.40,5,yes,a cannot target b
DarkWitch,Prince,b,3,3,3.70,0,,
DarkWitch,PrincessTower,b,1,10,7.20,9,,
DarkWitch,RageBarbarian,b,3,4,3.25,0,,
DarkWitch,RamRider,a,6,0,7.05,6,yes,b cannot target a
DarkWitch,RascalGirl,a,1,4,3.95,0,,
DarkWitch,Rascals,a,6,4,7.05,2,,
DarkWitch,Ronin,b,3,3,4.07,0,,
DarkWitch,RoyalGiant,a,11,0,16.95,11,yes,b cannot target a
DarkWitch,RoyalHogs,a,3,0,3.15,3,yes,b cannot target a
DarkWitch,RoyalRecruits,a,3,2,3.15,1,,
DarkWitch,SkeletonArmy,a,1,0,0.55,1,yes,
DarkWitch,SkeletonDragons,b,0,6,11.60,6,yes,a cannot target b
DarkWitch,SkeletonKing,b,6,5,8.10,0,,
DarkWitch,SkeletonWarriors,a,2,2,1.85,0,,
DarkWitch,Skeletons,a,1,0,0.55,1,yes,
DarkWitch,SpearGoblins,a,1,2,3.95,0,,
DarkWitch,Tesla,b,1,5,5.10,4,,
DarkWitch,ThreeMusketeers,b,1,5,5.90,4,,
DarkWitch,Valkyrie,b,5,4,6.30,0,,
DarkWitch,Wallbreakers,a,2,0,1.85,2,yes,b cannot target a
DarkWitch,Witch,b,2,7,7.00,4,,
DarkWitch,WitchMother,a,2,6,5.75,0,,
DarkWitch,Wizard,b,1,4,5.20,3,,
DarkWitch,Wizard_EV1,b,1,4,5.20,3,,
DarkWitch,Xbow,b,0,16,6.00,16,yes,
DarkWitch,ZapMachine,b,0,1,3.00,1,yes,
DarkWitch,goblinstein_doctor,a,3,4,7.05,0,,
DartBarrell,ElectroDragon,a,7,2,7.20,4,,
DartBarrell,ElectroGiant,a,24,0,25.90,24,yes,b cannot target a
DartBarrell,ElectroSpirit,a,2,0,1.70,2,yes,
DartBarrell,ElectroWizard,a,5,2,5.00,2,,
DartBarrell,EliteArcher,a,4,4,4.57,0,,
DartBarrell,ElixirGolem,a,10,0,10.50,10,yes,b cannot target a
DartBarrell,ElixirGolem2,a,5,0,5.00,5,yes,b cannot target a
DartBarrell,ElixirGolem4,a,3,0,2.80,3,yes,b cannot target a
DartBarrell,FireSpirits,a,2,0,1.70,2,yes,
DartBarrell,Firecracker,a,2,0,1.70,2,yes,
DartBarrell,FirespiritHut,a,5,2,5.00,2,,
DartBarrell,Fisherman,a,6,0,6.10,6,yes,b cannot target a
DartBarrell,Ghost,a,8,0,8.30,8,yes,b cannot target a
DartBarrell,Giant,a,24,0,25.90,24,yes,b cannot target a
DartBarrell,GiantBuffer,a,17,0,18.20,17,yes,b cannot target a
DartBarrell,GiantSkeleton,a,20,0,21.50,20,yes,b cannot target a
DartBarrell,GoblinDemolisher,a,8,0,8.30,8,yes,b cannot target a
DartBarrell,GoblinGang,a,2,0,1.70,2,yes,b cannot target a
DartBarrell,GoblinGiant,a,19,0,20.40,19,yes,b cannot target a
DartBarrell,GoblinMachine,a,14,0,14.90,14,yes,b cannot target a
DartBarrell,Goblins,a,2,0,1.70,2,yes,b cannot target a
DartBarrell,Goblinstein,a,14,0,14.90,14,yes,b cannot target a
DartBarrell,GoldenKnight,a,11,0,11.60,11,yes,b cannot target a
DartBarrell,Golem,a,30,0,32.50,30,yes,b cannot target a
DartBarrell,Golemite,a,7,0,7.20,7,yes,b cannot target a
DartBarrell,Heal,a,2,0,1.70,2,yes,
DartBarrell,HogRider,a,10,0,10.50,10,yes,b cannot target a
DartBarrell,IceGolemite,a,8,0,8.30,8,yes,b cannot target a
DartBarrell,IceSpirits,a,2,0,1.70,2,yes,
DartBarrell,IceWizard,a,5,2,5.00,2,,
DartBarrell,InfernoDragon,b,6,7,6.10,0,,
DartBarrell,InfernoTower,b,3,6,3.20,0,,
DartBarrell,KingTower,b,5,7,6.50,1,,
DartBarrell,Knight,a,11,0,11.60,11,yes,b cannot target a
DartBarrell,LavaHound,a,21,0,22.60,21,yes,b cannot target a
DartBarrell,LavaPups,a,2,0,1.70,2,yes,
DartBarrell,LittlePrince,a,5,4,5.00,1,,
DartBarrell,MegaKnight,a,24,0,25.90,24,yes,b cannot target a
DartBarrell,MegaMinion,a,5,0,5.00,5,yes,
DartBarrell,MightyMiner,a,14,0,14.90,14,yes,b cannot target a
DartBarrell,Miner,a,8,0,8.30,8,yes,b cannot target a
DartBarrell,MiniPekka,a,9,0,9.40,9,yes,b cannot target a
DartBarrell,MiniSparkys,a,4,1,3.90,3,,
DartBarrell,MinionHorde,a,2,0,1.70,2,yes,
DartBarrell,Minions,a,2,0,1.70,2,yes,
DartBarrell,Monk,a,13,0,13.80,13,yes,b cannot target a
DartBarrell,Mortar,a,9,0,13.07,9,yes,b cannot target a
DartBarrell,MovingCannon,a,11,0,11.60,11,yes,b cannot target a
DartBarrell,Musketeer,b,2,3,2.30,1,,
DartBarrell,Musketeer_EV1,b,2,3,2.30,1,,
DartBarrell,Pekka,a,22,0,23.70,22,yes,b cannot target a
DartBarrell,Phoenix,b,6,3,6.80,0,,
DartBarrell,Prince,a,12,0,12.70,12,yes,b cannot target a
DartBarrell,PrincessTower,b,3,7,4.80,2,,
DartBarrell,RageBarbarian,a,8,0,8.30,8,yes,b cannot target a
DartBarrell,RamRider,a,11,0,11.60,11,yes,b cannot target a
DartBarrell,RascalGirl,a,2,1,1.70,1,,
DartBarrell,Rascals,a,11,0,11.60,11,yes,b cannot target a
DartBarrell,Ronin,a,11,0,11.60,11,yes,b cannot target a
DartBarrell,RoyalGiant,a,19,0,20.40,19,yes,b cannot target a
DartBarrell,RoyalHogs,a,5,0,5.00,5,yes,b cannot target a
DartBarrell,RoyalRecruits,a,6,0,6.10,6,yes,b cannot target a
DartBarrell,SkeletonArmy,a,1,0,0.60,1,yes,b cannot target a
DartBarrell,SkeletonDragons,a,4,1,3.90,3,,
DartBarrell,SkeletonKing,a,14,0,14.90,14,yes,b cannot target a
DartBarrell,SkeletonWarriors,a,3,0,2.80,3,yes,b cannot target a
DartBarrell,Skeletons,a,1,0,0.60,1,yes,b cannot target a
DartBarrell,SpearGoblins,a,1,0,0.60,1,yes,
DartBarrell,Tesla,a,7,0,7.20,7,yes,b is out-reached and cannot close
DartBarrell,ThreeMusketeers,b,4,4,4.60,0,,
DartBarrell,Valkyrie,a,12,0,12.70,12,yes,b cannot target a
DartBarrell,Wallbreakers,a,2,0,1.70,2,yes,b cannot target a
DartBarrell,Witch,a,5,4,5.00,1,,
DartBarrell,WitchMother,a,4,3,3.90,1,,
DartBarrell,Wizard,b,4,3,4.30,0,,
DartBarrell,Wizard_EV1,b,4,3,4.30,0,,
DartBarrell,Xbow,a,10,0,14.17,10,yes,b cannot target a
DartBarrell,ZapMachine,a,9,0,9.40,9,yes,b cannot target a
DartBarrell,goblinstein_doctor,a,5,2,5.00,2,,
ElectroDragon,ElectroGiant,a,21,0,43.40,21,yes,b cannot target a
ElectroDragon,ElectroSpirit,a,2,1,3.50,0,,
ElectroDragon,ElectroWizard,a,4,5,9.20,0,,
ElectroDragon,EliteArcher,b,2,8,8.10,5,,
ElectroDragon,ElixirGolem,a,9,0,18.20,9,yes,b cannot target a
ElectroDragon,ElixirGolem2,a,4,0,7.70,4,yes,b cannot target a
ElectroDragon,ElixirGolem4,a,2,0,3.50,2,yes,b cannot target a
ElectroDragon,FireSpirits,a,2,1,3.50,0,,
ElectroDragon,Firecracker,a,2,2,6.00,0,,
ElectroDragon,FirespiritHut,both,4,6,9.70,0,,they kill each other on the same tick
ElectroDragon,Fisherman,a,5,0,9.80,5,yes,b cannot target a
ElectroDragon,Ghost,a,7,0,14.00,7,yes,b cannot target a
ElectroDragon,Giant,a,21,0,43.40,21,yes,b cannot target a
ElectroDragon,GiantBuffer,a,15,0,30.80,15,yes,b cannot target a
ElectroDragon,GiantSkeleton,a,18,0,37.10,18,yes,b cannot target a
ElectroDragon,GoblinDemolisher,a,7,0,15.50,7,yes,b cannot target a
ElectroDragon,GoblinGang,a,2,0,3.50,2,yes,b cannot target a
ElectroDragon,GoblinGiant,a,17,0,35.00,17,yes,b cannot target a
ElectroDragon,GoblinMachine,a,12,0,24.50,12,yes,b cannot target a
ElectroDragon,Goblins,a,2,0,3.50,2,yes,b cannot target a
ElectroDragon,Goblinstein,a,13,0,26.60,13,yes,b cannot target a
ElectroDragon,GoldenKnight,a,10,0,20.30,10,yes,b cannot target a
ElectroDragon,Golem,a,27,0,56.00,27,yes,b cannot target a
ElectroDragon,Golemite,a,6,0,11.90,6,yes,b cannot target a
ElectroDragon,Heal,a,2,1,3.50,0,,
ElectroDragon,HogRider,a,9,0,18.20,9,yes,b cannot target a
ElectroDragon,IceGolemite,a,7,0,14.00,7,yes,b cannot target a
ElectroDragon,IceSpirits,a,2,1,3.50,0,,
ElectroDragon,IceWizard,a,4,6,9.70,0,,
ElectroDragon,InfernoDragon,b,2,8,4.00,1,,
ElectroDragon,InfernoTower,b,1,8,4.00,7,,
ElectroDragon,KingTower,b,4,12,11.50,5,,
ElectroDragon,Knight,a,10,0,20.30,10,yes,b cannot target a
ElectroDragon,LavaHound,a,19,0,39.20,19,yes,b cannot target a
ElectroDragon,LavaPups,a,2,1,3.50,1,,
ElectroDragon,LittlePrince,a,4,8,9.70,0,,
ElectroDragon,MegaKnight,a,21,0,43.40,21,yes,b cannot target a
ElectroDragon,MegaMinion,b,3,4,7.50,0,,
ElectroDragon,MightyMiner,a,12,0,24.50,12,yes,b cannot target a
ElectroDragon,Miner,a,7,0,14.00,7,yes,b cannot target a
ElectroDragon,MiniPekka,a,8,0,16.10,8,yes,b cannot target a
ElectroDragon,MiniSparkys,a,3,3,6.60,0,,
ElectroDragon,MinionHorde,a,2,2,3.50,0,,
ElectroDragon,Minions,a,2,2,3.50,0,,
ElectroDragon,Monk,a,12,0,24.50,12,yes,b cannot target a
ElectroDragon,Mortar,a,8,0,24.10,8,yes,b cannot target a
ElectroDragon,MovingCannon,a,10,0,22.30,10,yes,b cannot target a
ElectroDragon,Musketeer,b,1,5,4.30,4,,
ElectroDragon,Musketeer_EV1,b,1,5,4.30,4,,
ElectroDragon,Pekka,a,20,0,41.30,20,yes,b cannot target a
ElectroDragon,Phoenix,b,3,5,6.30,0,,
ElectroDragon,Prince,a,10,0,20.30,10,yes,b cannot target a
ElectroDragon,PrincessTower,b,2,12,8.80,7,,
ElectroDragon,RageBarbarian,a,7,0,14.00,7,yes,b cannot target a
ElectroDragon,RamRider,a,10,0,20.30,10,yes,b cannot target a
ElectroDragon,RascalGirl,a,2,5,5.00,0,,
ElectroDragon,Rascals,a,10,0,20.30,10,yes,b cannot target a
ElectroDragon,Ronin,a,10,0,20.30,10,yes,b cannot target a
ElectroDragon,RoyalGiant,a,17,0,36.50,17,yes,b cannot target a
ElectroDragon,RoyalHogs,a,5,0,9.80,5,yes,b cannot target a
ElectroDragon,RoyalRecruits,a,5,0,9.80,5,yes,b cannot target a
ElectroDragon,SkeletonArmy,a,1,0,1.40,1,yes,b cannot target a
ElectroDragon,SkeletonDragons,a,3,3,5.60,1,,
